split,epoch,phase,mode,episodes,episode_steps,total_steps,episode_return,original_episode_return,avg_reward,avg_original_reward,search_rate,found_targets,coverage_ratio,coverage_rate,error_rate,collision_count,collisions,shield_trigger_count,shield_trigger_rate,action_replacement_count,action_replacement_rate,episode_min_uav_margin,episode_mean_uav_margin,episode_min_threat_margin,episode_mean_threat_margin,near_miss_count,near_miss_rate,avg_safe_action_count,avg_rec_action_count,min_safe_action_count,min_rec_action_count,dead_end_safe_count,dead_end_safe_rate,dead_end_rec_count,dead_end_rec_rate,shield_penalty_sum,shield_penalty_rate,shield_fallback_count,shield_agent_trigger_count,perf_step_time_ms,perf_shield_time_ms,perf_safe_time_ms,perf_rule_mask_time_ms,perf_refine_time_ms,perf_predict_time_ms,perf_recursive_time_ms,perf_stats_time_ms,perf_steps_per_sec,perf_shield_time_ratio,perf_predict_cache_hit_rate,perf_safe_cache_hit_rate,perf_future_cache_hit_rate,perf_recursive_gate_run_rate,perf_recursive_gate_skip_rate,perf_recursive_candidate_checks
train,0,dense,recursive,1,5.0,5.0,2.075430704080142,2.075430704080142,2.075430704080142,2.075430704080142,0.3333333333333333,1.0,0.3275,0.3275,0.47919093146740566,0.0,0.0,0.0,0.0,0.0,0.0,1.8284271247461903,10.116660646502782,0.2360679774997898,6.4893710432732465,1.0,0.2,8.75,8.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.840617173351347,9.13454219698906,6.682586926035583,6.632360490038991,0.3296731738373637,0.9912763489410281,5.799757409840822,0.009745778515934944,56.051872549213535,0.5120081950210438,0.25,0.0,0.0,0.4,3.6,1.4
eval,0,dense,recursive,5,5.0,5.0,-10.3289084823159,-8.3289084823159,-10.3289084823159,-8.3289084823159,0.13333333333333333,0.4,0.28700000000000003,0.28700000000000003,0.48191528289234126,1.4,1.4,2.0,0.4,1.4,0.27999999999999997,2.9838519548897495,10.569830164321363,0.10732621144911195,8.25247903880644,2.2,0.44000000000000006,7.95,6.8199999999999985,1.8,0.8,0.6,0.12,1.2,0.24000000000000005,2.0,0.4,0.6,3.0,17.676370488479733,13.322673202492297,9.98484032228589,9.921779320575297,1.0795916058123112,2.007008930668235,8.71518176048994,0.008937851525843143,66.87887403729457,0.7084525697163977,0.29600313479623824,0.0,0.10103896103896104,1.0,2.76,2.6399999999999997
