split,epoch,phase,mode,episodes,total_steps,episode_return,original_episode_return,avg_reward,avg_original_reward,search_rate,found_targets,coverage_ratio,coverage_rate,error_rate,collision_count,collisions,shield_trigger_count,shield_trigger_rate,action_replacement_count,action_replacement_rate,episode_min_uav_margin,episode_mean_uav_margin,episode_min_threat_margin,episode_mean_threat_margin,near_miss_count,near_miss_rate,avg_safe_action_count,avg_rec_action_count,min_safe_action_count,min_rec_action_count,dead_end_safe_count,dead_end_safe_rate,dead_end_rec_count,dead_end_rec_rate,shield_penalty_sum,shield_penalty_rate,shield_fallback_count,shield_agent_trigger_count
train,38,dense,off,1,120.0,-828.960855310873,-828.960855310873,-828.960855310873,-828.960855310873,1.0,10.0,1.0,1.0,0.464072829350649,172.0,172.0,0.0,0.0,0.0,0.0,-1.0,9.731916367369582,-2.0,9.368796052875894,112.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,39,dense,off,1,120.0,-1299.0712161048561,-1299.0712161048561,-1299.0712161048561,-1299.0712161048561,1.0,10.0,1.0,1.0,0.4582456261157793,301.0,301.0,0.0,0.0,0.0,0.0,-1.0,8.700875963180415,-2.0,8.586859218128827,116.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,40,dense,off,1,120.0,-840.8721659481827,-840.8721659481827,-840.8721659481827,-840.8721659481827,1.0,10.0,0.98,0.98,0.46481745646813827,217.0,217.0,0.0,0.0,0.0,0.0,-1.0,8.57013353052934,-2.0,10.85319603240158,116.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,41,dense,off,1,120.0,-1134.3754606286752,-1134.3754606286752,-1134.3754606286752,-1134.3754606286752,0.9,9.0,0.9975,0.9975,0.46047605090117627,292.0,292.0,0.0,0.0,0.0,0.0,-1.0,8.347352369889046,-2.0,8.419670137319299,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,42,dense,off,1,120.0,-1089.5101763216417,-1089.5101763216417,-1089.5101763216417,-1089.5101763216417,1.0,10.0,1.0,1.0,0.45891251667854177,243.0,243.0,0.0,0.0,0.0,0.0,-1.0,8.527508574357567,-2.0,7.895483933191963,117.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,43,dense,off,1,120.0,-784.230026544687,-784.230026544687,-784.230026544687,-784.230026544687,1.0,10.0,1.0,1.0,0.4572593732809981,208.0,208.0,0.0,0.0,0.0,0.0,-1.0,8.992605377605564,-2.0,9.334969073300105,117.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,44,dense,off,1,120.0,-1350.4091588412157,-1350.4091588412157,-1350.4091588412157,-1350.4091588412157,1.0,10.0,1.0,1.0,0.4584270052841599,305.0,305.0,0.0,0.0,0.0,0.0,-1.0,8.417381698061394,-2.0,8.981895160142626,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,45,dense,off,1,120.0,-1170.2524846692895,-1170.2524846692895,-1170.2524846692895,-1170.2524846692895,1.0,10.0,0.985,0.985,0.4549662401470711,302.0,302.0,0.0,0.0,0.0,0.0,-1.0,8.466990936179766,-2.0,8.323701549311554,116.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,46,dense,off,1,120.0,-1049.8576023443648,-1049.8576023443648,-1049.8576023443648,-1049.8576023443648,1.0,10.0,1.0,1.0,0.4583981061041429,239.0,239.0,0.0,0.0,0.0,0.0,-1.0,8.841994149008535,-2.0,7.689305551179061,119.0,0.9916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,47,dense,off,1,120.0,-1810.2466053743083,-1810.2466053743083,-1810.2466053743083,-1810.2466053743083,1.0,10.0,1.0,1.0,0.4593477952902407,441.0,441.0,0.0,0.0,0.0,0.0,-1.0,9.08897750270545,-2.0,7.962254358645881,118.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,48,dense,off,1,120.0,-1296.3739518713057,-1296.3739518713057,-1296.3739518713057,-1296.3739518713057,1.0,10.0,0.99,0.99,0.45624569784526814,299.0,299.0,0.0,0.0,0.0,0.0,-1.0,8.367739032067613,-2.0,7.830603491660319,119.0,0.9916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,49,dense,off,1,120.0,-983.9723491880711,-983.9723491880711,-983.9723491880711,-983.9723491880711,1.0,10.0,1.0,1.0,0.4654082342191036,259.0,259.0,0.0,0.0,0.0,0.0,-1.0,8.957350479426706,-2.0,10.154870086751178,115.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,50,dense,off,1,120.0,-1405.2586072348247,-1405.2586072348247,-1405.2586072348247,-1405.2586072348247,1.0,10.0,1.0,1.0,0.45914460390534045,341.0,341.0,0.0,0.0,0.0,0.0,-1.0,8.433261974151007,-2.0,7.084029684612273,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eval,50,dense,off,5,120.0,-1058.9626693552266,-1058.9626693552266,-1058.9626693552266,-1058.9626693552266,0.9400000000000001,9.4,0.982,0.982,0.4650082277219182,393.4,393.4,0.0,0.0,0.0,0.0,-1.0,8.17813200778566,-2.0,9.307416447238317,118.8,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,51,dense,off,1,120.0,-1239.8916452648555,-1239.8916452648555,-1239.8916452648555,-1239.8916452648555,1.0,10.0,0.9975,0.9975,0.46301883741841765,286.0,286.0,0.0,0.0,0.0,0.0,-1.0,8.322675479894878,-2.0,9.8385516217562,118.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,52,dense,off,1,120.0,-1050.362906870293,-1050.362906870293,-1050.362906870293,-1050.362906870293,1.0,10.0,0.9925,0.9925,0.4629117686976118,268.0,268.0,0.0,0.0,0.0,0.0,-1.0,9.09741070320512,-2.0,9.769403266078154,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,53,dense,off,1,120.0,-1460.876755755028,-1460.876755755028,-1460.876755755028,-1460.876755755028,1.0,10.0,1.0,1.0,0.45688696174341586,301.0,301.0,0.0,0.0,0.0,0.0,-1.0,8.965660318976031,-2.0,8.853272307100827,117.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,54,dense,off,1,120.0,-891.5178098787127,-891.5178098787127,-891.5178098787127,-891.5178098787127,1.0,10.0,1.0,1.0,0.4597034446791946,189.0,189.0,0.0,0.0,0.0,0.0,-1.0,8.73350314307488,-2.0,10.03020573544358,112.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,55,dense,off,1,120.0,-1240.5500836195831,-1240.5500836195831,-1240.5500836195831,-1240.5500836195831,1.0,10.0,1.0,1.0,0.4554282986200768,252.0,252.0,0.0,0.0,0.0,0.0,-1.0,9.162716181026262,-2.0,7.546654969851602,117.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,56,dense,off,1,120.0,-1078.3252180661143,-1078.3252180661143,-1078.3252180661143,-1078.3252180661143,1.0,10.0,1.0,1.0,0.4542012350336732,233.0,233.0,0.0,0.0,0.0,0.0,-1.0,9.417693155336247,-2.0,9.107363521898385,119.0,0.9916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,57,dense,off,1,120.0,-1445.3857434543302,-1445.3857434543302,-1445.3857434543302,-1445.3857434543302,1.0,10.0,1.0,1.0,0.45743509732323234,311.0,311.0,0.0,0.0,0.0,0.0,-1.0,9.581667503985638,-2.0,10.012000645691371,119.0,0.9916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,58,dense,off,1,120.0,-928.733871471906,-928.733871471906,-928.733871471906,-928.733871471906,1.0,10.0,0.9875,0.9875,0.45281604423094074,204.0,204.0,0.0,0.0,0.0,0.0,-1.0,8.413346427676876,-2.0,9.61781089652295,118.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,59,dense,off,1,120.0,-864.8254171986389,-864.8254171986389,-864.8254171986389,-864.8254171986389,1.0,10.0,1.0,1.0,0.4580694851898331,196.0,196.0,0.0,0.0,0.0,0.0,-1.0,9.265995411051044,-2.0,9.334575508143777,116.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,60,dense,off,1,120.0,-1399.143964791313,-1399.143964791313,-1399.143964791313,-1399.143964791313,1.0,10.0,0.9625,0.9625,0.4617870699710511,299.0,299.0,0.0,0.0,0.0,0.0,-1.0,8.659530394550291,-2.0,7.989492046465813,118.0,0.9833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,61,dense,off,1,120.0,-1546.9812437402759,-1546.9812437402759,-1546.9812437402759,-1546.9812437402759,1.0,10.0,1.0,1.0,0.46013947617347883,340.0,340.0,0.0,0.0,0.0,0.0,-1.0,9.38754225451066,-2.0,8.12958572401434,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,62,dense,off,1,120.0,-1167.4222849460969,-1167.4222849460969,-1167.4222849460969,-1167.4222849460969,1.0,10.0,0.9925,0.9925,0.45915299037081686,293.0,293.0,0.0,0.0,0.0,0.0,-1.0,8.32618830518302,-2.0,8.49144077585048,115.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,63,dense,off,1,120.0,-840.2210776774929,-840.2210776774929,-840.2210776774929,-840.2210776774929,1.0,10.0,1.0,1.0,0.4581509895394415,168.0,168.0,0.0,0.0,0.0,0.0,-1.0,9.184226348803744,-2.0,9.818803285586673,117.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,64,dense,off,1,120.0,-884.658607586085,-884.658607586085,-884.658607586085,-884.658607586085,1.0,10.0,1.0,1.0,0.457933074559742,180.0,180.0,0.0,0.0,0.0,0.0,-1.0,8.973116796939943,-2.0,9.524900638941192,108.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
