model,search_rate,coverage_ratio,collision_count,guarantee_broken_rate,dead_end_rec_rate,recursive_gate_rate,perf_shield_time_ms,perf_recursive_time_ms,task_safety_source,runtime_source
non_progressive,0.9973333333333333,0.9989333333333333,90.78666666666666,0.3433333333333333,0.46399999999999997,0.26837777777777777,197.84279752345498,167.3974230924052,runs/formal_progressive_seed_compare_20260426/formal_compare_multiseed5x5/summary_metrics.csv,runs/progressive_mechanism_20260428/summary_metrics.csv
threshold_only_progressive,0.9986666666666667,0.9978666666666667,92.57333333333334,0.33244444444444443,0.44366666666666665,0.2760222222222222,238.13123791607924,202.96348481661536,runs/formal_progressive_seed_compare_20260426/formal_compare_multiseed5x5/summary_metrics.csv,runs/progressive_mechanism_20260428/summary_metrics.csv
safeearly_progressive,1.0,0.9984,94.73333333333333,0.35433333333333333,0.46699999999999997,0.2657333333333333,192.29518607966344,162.808252402038,runs/formal_progressive_seed_compare_20260426/formal_compare_multiseed5x5/summary_metrics.csv,runs/progressive_mechanism_20260428/summary_metrics.csv
